group	species	occurrence
birds	sp22684567	557
birds	sp22720210	557
birds	sp22722872	556
birds	sp22678667	555
birds	sp22706511	555
birds	sp22709499	555
birds	sp22704364	554
birds	sp22709479	554
birds	sp22689240	553
birds	sp22690296	553
birds	sp22704085	553
birds	sp22678367	552
birds	sp22709724	552
birds	sp22722008	552
birds	sp22734726	552
birds	sp22681402	551
birds	sp22685081	551
birds	sp22701752	551
birds	sp22703046	551
birds	sp22715666	551
birds	sp22687187	550
birds	sp22689385	550
birds	sp22701445	550
birds	sp22708532	550
birds	sp22713137	550
birds	sp22732297	550
birds	sp22735503	550
birds	sp22709349	549
birds	sp22721587	549
birds	sp22698350	548
birds	sp22698617	548
birds	sp22700163	548
birds	sp22710359	548
birds	sp22710775	548
birds	sp22715433	548
birds	sp22678271	547
birds	sp22697237	547
birds	sp22702311	546
birds	sp22715659	546
birds	sp22693036	545
birds	sp22711929	545
birds	sp22714413	545
birds	sp22734189	545
birds	sp22692308	543
birds	sp22679131	541
birds	sp22680756	541
birds	sp22707017	541
birds	sp22689600	540
birds	sp22704224	540
birds	sp22710955	540
birds	sp22712597	539
birds	sp22733832	539
birds	sp22699851	538
birds	sp22705321	538
birds	sp22709591	538
birds	sp22678429	537
birds	sp22682212	537
birds	sp22694038	537
birds	sp22702284	537
birds	sp22708885	537
birds	sp22715290	537
birds	sp22731538	536
birds	sp22678328	535
birds	sp22704644	535
birds	sp22711588	535
birds	sp22734297	535
birds	sp22701200	534
birds	sp22705499	534
birds	sp22716548	534
birds	sp22686736	533
birds	sp22702866	533
birds	sp22708826	533
birds	sp22713083	533
birds	sp22713383	533
birds	sp22716740	533
birds	sp22693185	532
birds	sp22710069	532
birds	sp22732898	532
birds	sp22678139	531
birds	sp22680052	531
birds	sp22699200	531
birds	sp22704776	530
birds	sp22715943	530
birds	sp22724773	530
birds	sp22708676	529
birds	sp22733821	529
birds	sp22735497	528
birds	sp22681917	527
birds	sp22705720	527
birds	sp22704100	526
birds	sp22721519	526
birds	sp22678389	525
birds	sp22715891	525
birds	sp22708239	524
birds	sp22723331	524
birds	sp22731957	524
birds	sp22705339	523
birds	sp22718243	523
birds	sp22719645	523
birds	sp22720219	522
birds	sp22735092	522
birds	sp22711998	521
birds	sp22722089	521
birds	sp22723573	521
birds	sp22698793	520
birds	sp22701178	520
birds	sp22711155	520
birds	sp22713684	519
birds	sp22681411	518
birds	sp22704656	518
birds	sp22729313	518
birds	sp22720197	517
birds	sp22704361	516
birds	sp22708631	516
birds	sp22711815	516
birds	sp22715798	516
birds	sp22722656	516
birds	sp22723100	515
birds	sp22704614	514
birds	sp22709882	514
birds	sp22682807	513
birds	sp22697987	513
birds	sp22700300	513
birds	sp22701680	513
birds	sp22722476	513
birds	sp22695630	512
birds	sp22717275	512
birds	sp22728292	512
birds	sp22733554	512
birds	sp22735819	512
birds	sp22689630	511
birds	sp22694303	511
birds	sp22707052	511
birds	sp22714939	511
birds	sp22721860	511
birds	sp22735182	511
birds	sp22685812	510
birds	sp22696241	510
birds	sp22702034	510
birds	sp22730103	510
birds	sp22734257	510
birds	sp22722894	509
birds	sp22731359	509
birds	sp22678286	508
birds	sp22692998	508
birds	sp22703055	508
birds	sp22722162	508
birds	sp22723042	508
birds	sp22724703	508
birds	sp22729143	508
birds	sp22701093	507
birds	sp22717687	506
birds	sp22719073	506
birds	sp22685548	505
birds	sp22704992	505
birds	sp22719685	505
birds	sp22696442	504
birds	sp22709113	504
birds	sp22720628	504
birds	sp22729049	504
birds	sp22736125	504
birds	sp22689642	503
birds	sp22691910	503
birds	sp22703406	503
birds	sp22708786	503
birds	sp22710043	503
birds	sp22733719	503
birds	sp22703560	502
birds	sp22710600	502
birds	sp22698314	501
birds	sp22685907	500
birds	sp22710202	500
birds	sp22715068	500
birds	sp22716540	500
birds	sp22716544	500
birds	sp22684266	499
birds	sp22716579	499
birds	sp22719972	499
birds	sp22698335	498
birds	sp22701466	498
birds	sp22720920	498
birds	sp22721607	498
birds	sp22728323	498
birds	sp22730147	498
birds	sp22732442	498
birds	sp22678280	497
birds	sp22684658	497
birds	sp22687125	497
birds	sp22691430	497
birds	sp22701792	497
birds	sp22678919	496
birds	sp22710893	496
birds	sp22712860	496
birds	sp22682084	495
birds	sp22705273	495
birds	sp22711780	495
birds	sp22698803	493
birds	sp22711127	493
birds	sp22727626	493
birds	sp22693594	492
birds	sp22717292	491
birds	sp22703058	490
birds	sp22710363	490
birds	sp22680850	489
birds	sp22691920	489
birds	sp22696159	489
birds	sp22704928	489
birds	sp22715927	489
birds	sp22722976	489
birds	sp22684483	488
birds	sp22715882	488
birds	sp22719851	488
birds	sp22681572	487
birds	sp22683577	487
birds	sp22734246	487
birds	sp22699798	486
birds	sp22704088	486
birds	sp22694313	485
birds	sp22703858	485
birds	sp22709196	485
birds	sp22715454	485
birds	sp22681525	484
birds	sp22698816	484
birds	sp22717212	484
birds	sp22679203	483
birds	sp22689912	483
birds	sp22700965	483
birds	sp22704209	483
birds	sp22707400	483
birds	sp22731897	483
birds	sp22734251	483
birds	sp22683932	482
birds	sp22688331	482
birds	sp22713192	482
birds	sp22692609	481
birds	sp22693182	481
birds	sp22706633	481
birds	sp22719233	481
birds	sp22699092	480
birds	sp22705813	480
birds	sp22713479	480
birds	sp22720570	480
birds	sp22729199	480
birds	sp22683710	479
birds	sp22726376	479
birds	sp22728387	479
birds	sp22684723	478
birds	sp22703440	478
birds	sp22686739	477
birds	sp22689591	477
birds	sp22698599	477
birds	sp22700919	477
birds	sp22711329	477
birds	sp22714163	477
birds	sp22716179	477
birds	sp22678392	476
birds	sp22685980	476
birds	sp22703136	476
birds	sp22700641	475
birds	sp22701517	475
birds	sp22707897	475
birds	sp22711173	475
birds	sp22711299	475
birds	sp22735167	475
birds	sp22708707	474
birds	sp22710132	474
birds	sp22719008	474
birds	sp22727746	474
birds	sp22712981	473
birds	sp22717207	473
birds	sp22692162	472
birds	sp22707419	472
birds	sp22702949	471
birds	sp22716686	471
birds	sp22685197	470
birds	sp22710376	470
birds	sp22710906	470
birds	sp22699427	469
birds	sp22713204	469
birds	sp22679355	468
birds	sp22704421	468
birds	sp22713729	468
birds	sp22715738	468
birds	sp22721367	468
birds	sp22697472	467
birds	sp22705066	467
birds	sp22708484	467
birds	sp22715234	467
birds	sp22720546	467
birds	sp22724084	467
birds	sp22700897	466
birds	sp22713453	466
birds	sp22715305	466
birds	sp22724696	466
birds	sp22681237	465
birds	sp22705312	465
birds	sp22709682	465
birds	sp22711455	465
birds	sp22715034	465
birds	sp22720347	465
birds	sp22698914	464
birds	sp22707638	464
birds	sp22708487	464
birds	sp22711881	464
birds	sp22726156	464
birds	sp22681425	463
birds	sp22682570	463
birds	sp22698042	463
birds	sp22707277	463
birds	sp22708938	463
birds	sp22710737	463
birds	sp22723614	462
birds	sp22727999	462
birds	sp22694870	461
birds	sp22715767	461
birds	sp22678670	460
birds	sp22719349	460
birds	sp22734633	460
birds	sp22686949	459
birds	sp22696675	459
birds	sp22718833	459
birds	sp22713158	458
birds	sp22715135	458
birds	sp22718326	458
birds	sp22683566	457
birds	sp22702610	457
birds	sp22723125	457
birds	sp22690557	456
birds	sp22697822	456
birds	sp22710587	456
birds	sp22700303	455
birds	sp22709234	455
birds	sp22723110	455
birds	sp22690692	454
birds	sp22710063	454
birds	sp22715385	454
birds	sp22718096	454
birds	sp22735467	454
birds	sp22678649	453
birds	sp22695558	453
birds	sp22702444	453
birds	sp22682209	452
birds	sp22706134	452
birds	sp22713572	452
birds	sp22735320	452
birds	sp22691558	451
birds	sp22692371	451
birds	sp22698124	451
birds	sp22726426	451
birds	sp22728020	451
birds	sp22678646	450
birds	sp22680831	450
birds	sp22692591	450
birds	sp22710312	450
birds	sp22715569	450
birds	sp22720488	450
birds	sp22726050	450
birds	sp22678521	449
birds	sp22686172	449
birds	sp22698393	449
birds	sp22701558	449
birds	sp22707801	449
birds	sp22694976	448
birds	sp22701235	448
birds	sp22703996	448
birds	sp22707267	448
birds	sp22713370	448
birds	sp22707868	447
birds	sp22717778	447
birds	sp22690670	446
birds	sp22696388	446
birds	sp22699779	446
birds	sp22710030	446
birds	sp22712841	446
birds	sp22719593	446
birds	sp22733677	446
birds	sp22700007	445
birds	sp22708759	445
birds	sp22722700	445
birds	sp22682093	444
birds	sp22716696	444
birds	sp22719609	444
birds	sp22689061	443
birds	sp22711959	443
birds	sp22702479	442
birds	sp22715747	442
birds	sp22720550	442
birds	sp22732750	442
birds	sp22702088	440
birds	sp22734290	440
birds	sp22698252	439
birds	sp22699337	439
birds	sp22699574	439
birds	sp22713256	439
birds	sp22716127	439
birds	sp22718770	439
birds	sp22731941	439
birds	sp22685959	438
birds	sp22723843	438
birds	sp22733334	438
birds	sp22679560	437
birds	sp22702114	437
birds	sp22718659	437
birds	sp22703418	436
birds	sp22701505	435
birds	sp22716277	435
birds	sp22681212	434
birds	sp22687696	434
birds	sp22690661	434
birds	sp22691009	434
birds	sp22691775	434
birds	sp22700220	434
birds	sp22701372	434
birds	sp22703999	434
birds	sp22720401	434
birds	sp22703772	433
birds	sp22678588	432
birds	sp22704786	432
birds	sp22707339	432
birds	sp22709815	432
birds	sp22716310	432
birds	sp22718100	432
birds	sp22718536	432
birds	sp22719244	432
birds	sp22719692	432
birds	sp22685219	431
birds	sp22694210	431
birds	sp22683199	430
birds	sp22684655	430
birds	sp22685046	430
birds	sp22703188	430
birds	sp22683913	429
birds	sp22698110	429
birds	sp22700081	429
birds	sp22701571	429
birds	sp22717086	429
birds	sp22691544	428
birds	sp22723105	428
birds	sp22681559	427
birds	sp22716258	427
birds	sp22733165	427
birds	sp22733859	427
birds	sp22691372	426
birds	sp22692560	426
birds	sp22703940	426
birds	sp22723644	426
birds	sp22718109	425
birds	sp22719688	425
birds	sp22720027	425
birds	sp22723869	425
birds	sp22726696	425
birds	sp22691724	424
birds	sp45448181	424
birds	sp22716731	423
birds	sp22728212	423
birds	sp22684594	422
birds	sp22696056	422
birds	sp22708166	422
birds	sp22723122	422
birds	sp22686835	421
birds	sp22691420	421
birds	sp22699987	421
birds	sp22719420	421
birds	sp22729000	421
birds	sp22735904	421
birds	sp22684202	420
birds	sp22725962	420
birds	sp22683024	419
birds	sp22706276	419
birds	sp22706359	419
birds	sp22718162	419
birds	sp22718493	419
birds	sp22733483	419
birds	sp22690844	418
birds	sp22699730	418
birds	sp22711775	418
birds	sp22716781	418
birds	sp22718987	418
birds	sp22724326	418
birds	sp22694915	417
birds	sp22699107	417
birds	sp22703816	417
birds	sp22703845	417
birds	sp22704167	417
birds	sp22718414	417
birds	sp22729445	417
birds	sp22686934	416
birds	sp22692486	416
birds	sp22707342	416
birds	sp22719087	416
birds	sp22719499	416
birds	sp22681456	415
birds	sp22699943	415
birds	sp22718999	415
birds	sp22705583	414
birds	sp22731699	414
birds	sp22684528	413
birds	sp22685628	413
birds	sp22692565	413
birds	sp22700213	413
birds	sp22724139	413
birds	sp22731882	413
birds	sp22679551	412
birds	sp22682102	412
birds	sp22699880	412
birds	sp22709958	412
birds	sp22710874	412
birds	sp22723454	412
birds	sp22699359	411
birds	sp22683516	410
birds	sp22705360	410
birds	sp22721294	410
birds	sp22686145	409
birds	sp22694078	409
birds	sp22703085	409
birds	sp22712042	409
birds	sp22723509	409
birds	sp22678259	408
birds	sp22695277	408
birds	sp22710829	408
birds	sp22715329	408
birds	sp22679144	407
birds	sp22684101	407
birds	sp22704863	407
birds	sp22735884	407
birds	sp22687181	406
birds	sp22696683	406
birds	sp22697274	406
birds	sp22704718	406
birds	sp22709147	406
birds	sp22719120	406
birds	sp22720105	406
birds	sp22682081	405
birds	sp22682673	405
birds	sp22702003	405
birds	sp22708265	405
birds	sp22710661	405
birds	sp22713524	405
birds	sp22715989	405
birds	sp22716883	405
birds	sp22685119	404
birds	sp22688766	404
birds	sp22705975	404
birds	sp22719831	404
birds	sp22678226	403
birds	sp22681338	403
birds	sp22688559	403
birds	sp22721636	403
birds	sp22728349	403
birds	sp22732834	403
birds	sp22679017	402
birds	sp22701090	402
birds	sp22722028	402
birds	sp22691081	401
birds	sp22701050	401
birds	sp22715369	401
birds	sp22715984	401
birds	sp22733874	401
birds	sp22706614	400
birds	sp22715402	400
birds	sp22733197	400
birds	sp45048812	400
birds	sp61767847	400
birds	sp22696753	399
birds	sp22698852	399
birds	sp22700183	399
birds	sp22709067	399
birds	sp22700380	398
birds	sp22706821	398
birds	sp22707571	398
birds	sp22714757	398
birds	sp22715732	398
birds	sp22693931	397
birds	sp22699433	397
birds	sp22700566	397
birds	sp22700985	397
birds	sp22687100	396
birds	sp22696007	396
birds	sp22700329	396
birds	sp22704460	396
birds	sp22707243	396
birds	sp22679958	395
birds	sp22686363	395
birds	sp22693115	395
birds	sp22728132	395
birds	sp22733923	395
birds	sp22704604	394
birds	sp22680954	393
birds	sp22689940	393
birds	sp22699331	393
birds	sp22716888	393
birds	sp22719273	393
birds	sp22683728	392
birds	sp22706516	392
birds	sp22711108	392
birds	sp22722697	392
birds	sp22734094	392
birds	sp22680730	391
birds	sp22701161	391
birds	sp22702100	391
birds	sp22702743	391
birds	sp22709809	391
birds	sp22732760	391
birds	sp22678254	390
birds	sp22682334	390
birds	sp22711506	390
birds	sp62154828	390
birds	sp22688355	389
birds	sp22703453	389
birds	sp22706186	389
birds	sp22701643	388
birds	sp22704980	388
birds	sp22729055	388
birds	sp22684046	387
birds	sp22704403	387
birds	sp22705209	387
birds	sp22708651	387
birds	sp22714503	387
birds	sp22722035	387
birds	sp22680706	386
birds	sp22686649	386
birds	sp22718187	386
birds	sp22702981	385
birds	sp22704487	385
birds	sp22704822	385
birds	sp22710813	385
birds	sp22712603	385
birds	sp22690580	384
birds	sp22698870	384
birds	sp22709630	384
birds	sp22711574	384
birds	sp22729604	384
birds	sp22729686	384
birds	sp22734168	384
birds	sp22701238	383
birds	sp22721003	383
birds	sp22711199	382
birds	sp22682215	381
birds	sp22686090	380
birds	sp22720635	380
birds	sp22723858	380
birds	sp22678551	379
birds	sp22688202	379
birds	sp22702341	379
birds	sp22709134	379
birds	sp22714485	379
birds	sp22695706	378
birds	sp22700430	378
birds	sp22709217	378
birds	sp22715876	378
birds	sp22721885	378
birds	sp22734613	378
birds	sp22734695	378
birds	sp22699554	377
birds	sp22707672	377
birds	sp22710808	377
birds	sp22715888	377
birds	sp22716443	377
birds	sp22728372	377
birds	sp22680945	376
birds	sp22698092	376
birds	sp22698365	376
birds	sp22701683	376
birds	sp22703934	376
birds	sp22707237	376
birds	sp22731646	376
birds	sp22735145	376
birds	sp22684652	375
birds	sp22716949	375
birds	sp22717064	375
birds	sp22717970	375
birds	sp22692181	374
birds	sp22700651	374
birds	sp22710354	374
birds	sp22713146	374
birds	sp22716601	374
birds	sp22722416	374
birds	sp22709870	373
birds	sp22711685	373
birds	sp22714068	373
birds	sp22682170	372
birds	sp22682738	372
birds	sp22707518	372
birds	sp22714574	372
birds	sp22718237	372
birds	sp22725767	372
birds	sp22734347	372
birds	sp22700994	370
birds	sp22701173	370
birds	sp22708605	369
birds	sp22713340	369
birds	sp22715430	369
birds	sp22716265	369
birds	sp22719812	369
birds	sp22689460	368
birds	sp22698700	368
birds	sp22698876	368
birds	sp22700203	368
birds	sp22704016	368
birds	sp22704076	368
birds	sp22716409	368
birds	sp22722848	368
birds	sp22689675	367
birds	sp22691391	367
birds	sp22694279	367
birds	sp22701637	367
birds	sp22703712	367
birds	sp22709566	367
birds	sp22709743	367
birds	sp22717394	367
birds	sp22717618	367
birds	sp22724532	367
birds	sp22700247	366
birds	sp22706365	366
birds	sp22723926	366
birds	sp22684749	365
birds	sp22684820	365
birds	sp22709031	365
birds	sp22710371	365
birds	sp22721016	365
birds	sp22706081	364
birds	sp22708512	364
birds	sp22718731	364
birds	sp22729060	364
birds	sp22733306	364
birds	sp22702707	363
birds	sp22704204	363
birds	sp22704689	363
birds	sp22718286	363
birds	sp22687122	362
birds	sp22687167	362
birds	sp22706336	362
birds	sp22723316	362
birds	sp22729148	362
birds	sp61214753	362
birds	sp22681246	361
birds	sp22693225	361
birds	sp22698448	361
birds	sp22709553	361
birds	sp22722730	361
birds	sp22735102	361
birds	sp22682433	360
birds	sp22682719	360
birds	sp22685405	360
birds	sp22698602	360
birds	sp22699594	360
birds	sp22715906	360
birds	sp22719815	360
birds	sp22718807	359
birds	sp22698471	358
birds	sp22718611	358
birds	sp22722549	358
birds	sp22724037	358
birds	sp22726816	358
birds	sp22700095	357
birds	sp22722827	357
birds	sp22733742	357
birds	sp22736315	357
birds	sp22685013	356
birds	sp22707436	356
birds	sp22736220	356
birds	sp22690168	355
birds	sp22705280	355
birds	sp22713140	355
birds	sp22718811	355
birds	sp22722385	355
birds	sp22729706	355
birds	sp22693724	354
birds	sp22706339	354
birds	sp22709600	354
birds	sp22713487	354
birds	sp22719403	354
birds	sp45359046	354
birds	sp22680897	353
birds	sp22685888	353
birds	sp22694651	353
birds	sp22706208	353
birds	sp22715994	353
birds	sp22724673	353
birds	sp22689100	352
birds	sp22678684	351
birds	sp22690571	351
birds	sp22696207	351
birds	sp22702290	351
birds	sp22703768	351
birds	sp22705159	351
birds	sp22708780	351
birds	sp22722727	351
birds	sp22733120	351
birds	sp22681790	350
birds	sp22688135	350
birds	sp22704819	350
birds	sp22708855	350
birds	sp22710160	350
birds	sp22715873	350
birds	sp22717546	350
birds	sp22681133	349
birds	sp22692208	349
birds	sp22699584	349
birds	sp22702729	349
birds	sp22708426	349
birds	sp22718159	349
birds	sp22679094	348
birds	sp22698631	348
birds	sp22699292	348
birds	sp22702467	348
birds	sp22706839	348
birds	sp22716010	348
birds	sp22717112	348
birds	sp22734463	348
birds	sp61791135	348
birds	sp22682292	347
birds	sp22682723	347
birds	sp22692932	347
birds	sp22719022	347
birds	sp22723075	347
birds	sp22728318	347
birds	sp22686222	346
birds	sp22688108	346
birds	sp22702616	346
birds	sp22704103	346
birds	sp22706831	346
birds	sp22707852	346
birds	sp45450140	346
birds	sp22710629	345
birds	sp22713733	345
birds	sp22720185	345
birds	sp22685913	344
birds	sp22697805	344
birds	sp22691850	343
birds	sp22705309	343
birds	sp22708590	343
birds	sp22711422	343
birds	sp22720301	343
birds	sp22702009	342
birds	sp22706900	342
birds	sp22712690	342
birds	sp22720392	342
birds	sp22724108	342
birds	sp22732755	342
birds	sp22682044	341
birds	sp22684309	341
birds	sp22703001	341
birds	sp22713519	341
birds	sp22718647	341
birds	sp22719944	341
birds	sp22725723	341
birds	sp22690229	340
birds	sp22698249	340
birds	sp22705573	340
birds	sp22711313	340
birds	sp22685820	339
birds	sp22687583	339
birds	sp22693814	339
birds	sp22698608	339
birds	sp22709918	339
birds	sp22710144	339
birds	sp22715679	339
birds	sp22716737	339
birds	sp22719132	339
birds	sp22686925	338
birds	sp22734273	338
birds	sp45959011	338
birds	sp22679609	337
birds	sp22686634	337
birds	sp22687606	337
birds	sp22696523	337
birds	sp22720344	337
birds	sp22693669	336
birds	sp22699938	336
birds	sp22703026	336
birds	sp22684032	335
birds	sp22721392	335
birds	sp22729107	335
birds	sp22678305	334
birds	sp22680774	334
birds	sp22695808	334
birds	sp22708684	334
birds	sp22712198	334
birds	sp22717850	334
birds	sp22723994	334
birds	sp45470705	334
birds	sp22680816	333
