group	species	occurrence
mammals	sp40614	1459
mammals	sp42679	1457
mammals	sp44857	1457
mammals	sp18758	1456
mammals	sp13489	1453
mammals	sp136784	1452
mammals	sp42631	1452
mammals	sp19559	1448
mammals	sp6221	1448
mammals	sp29684	1447
mammals	sp17597	1441
mammals	sp573	1441
mammals	sp9483	1440
mammals	sp10203	1439
mammals	sp40503	1439
mammals	sp5229	1435
mammals	sp11036	1431
mammals	sp17036	1430
mammals	sp5143	1430
mammals	sp20022	1429
mammals	sp41478	1429
mammals	sp20054	1428
mammals	sp4221	1427
mammals	sp22432	1425
mammals	sp15253	1420
mammals	sp7656	1417
mammals	sp12905	1416
mammals	sp14157	1409
mammals	sp4146	1406
mammals	sp64586080	1404
mammals	sp40585	1403
mammals	sp15247	1401
mammals	sp5617	1400
mammals	sp6103	1399
mammals	sp41655	1397
mammals	sp41691	1394
mammals	sp3611	1393
mammals	sp45094	1393
mammals	sp6410	1389
mammals	sp23049	1384
mammals	sp41626	1383
mammals	sp6446	1383
mammals	sp18598	1381
mammals	sp41700	1381
mammals	sp4316	1379
mammals	sp10734	1374
mammals	sp14170	1371
mammals	sp19802	1371
mammals	sp14166	1367
mammals	sp9833	1366
mammals	sp14120	1362
mammals	sp84462869	1360
mammals	sp14123	1357
mammals	sp10154	1356
mammals	sp41545	1355
mammals	sp41365	1354
mammals	sp41636	1354
mammals	sp19523	1353
mammals	sp41683	1349
mammals	sp10103	1348
mammals	sp14388	1348
mammals	sp19322	1348
mammals	sp41492	1348
mammals	sp10170	1346
mammals	sp14993	1338
mammals	sp23197	1337
mammals	sp136291	1335
mammals	sp18945	1333
mammals	sp4149	1328
mammals	sp19377	1322
mammals	sp4212	1320
mammals	sp16719	1319
mammals	sp9303	1314
mammals	sp40631	1307
mammals	sp13143	1306
mammals	sp41265	1306
mammals	sp12763	1305
mammals	sp14935	1304
mammals	sp7618	1304
mammals	sp14944	1301
mammals	sp10217	1298
mammals	sp4772	1292
mammals	sp11520	1290
mammals	sp17341	1290
mammals	sp18766	1290
mammals	sp6929	1290
mammals	sp11482	1289
mammals	sp13169	1289
mammals	sp8702	1288
mammals	sp13987	1285
mammals	sp12764	1282
mammals	sp61513537	1282
mammals	sp14867	1281
mammals	sp5074	1281
mammals	sp13843	1276
mammals	sp10118	1273
mammals	sp10969	1273
mammals	sp15933	1260
mammals	sp9245	1260
mammals	sp40625	1258
mammals	sp2354	1254
mammals	sp136297	1252
mammals	sp6924	1250
mammals	sp6928	1249
mammals	sp7931	1249
mammals	sp41283	1248
mammals	sp20058	1245
mammals	sp10136	1244
mammals	sp42597	1238
mammals	sp42633	1238
mammals	sp20013	1235
mammals	sp8978	1235
mammals	sp14187	1234
mammals	sp12595	1232
mammals	sp10593	1231
mammals	sp9194	1230
mammals	sp40027	1224
mammals	sp14303	1219
mammals	sp9248	1219
mammals	sp20213	1218
mammals	sp14160	1216
mammals	sp19407	1216
mammals	sp41013	1214
mammals	sp19550	1212
mammals	sp2768	1210
mammals	sp15568	1204
mammals	sp20952	1204
mammals	sp21463	1203
mammals	sp16205	1201
mammals	sp136649	1197
mammals	sp91934441	1191
mammals	sp41615	1186
mammals	sp19645	1181
mammals	sp4419	1180
mammals	sp16652	1179
mammals	sp13458	1178
mammals	sp40610	1177
mammals	sp15252	1171
mammals	sp18418	1171
mammals	sp14931	1167
mammals	sp88110411	1165
mammals	sp10119	1158
mammals	sp4664	1157
mammals	sp10109	1155
mammals	sp6281	1155
mammals	sp41632	1152
mammals	sp4312	1150
mammals	sp136350	1145
mammals	sp41701	1144
mammals	sp10126	1142
mammals	sp19569	1139
mammals	sp1677	1137
mammals	sp17332	1131
mammals	sp6409	1129
mammals	sp11493	1128
mammals	sp19519	1126
mammals	sp10341	1125
mammals	sp14519	1121
mammals	sp7922	1121
mammals	sp41319	1119
mammals	sp951	1119
mammals	sp1581	1116
mammals	sp70203940	1116
mammals	sp42191	1115
mammals	sp41706	1110
mammals	sp5526	1110
mammals	sp13963	1109
mammals	sp41769	1104
mammals	sp13430	1097
mammals	sp13565	1097
mammals	sp21318	1096
mammals	sp14020	1095
mammals	sp8243	1094
mammals	sp5142	1092
mammals	sp571	1091
mammals	sp12826	1087
mammals	sp18149	1085
mammals	sp19307	1079
mammals	sp41783	1077
mammals	sp42398	1074
mammals	sp21846	1071
mammals	sp41633	1069
mammals	sp6447	1069
mammals	sp41547	1067
mammals	sp6983	1067
mammals	sp13938	1066
mammals	sp9460	1065
mammals	sp10135	1060
mammals	sp4333	1060
mammals	sp4133	1058
mammals	sp9113	1055
mammals	sp13650	1053
mammals	sp4223	1053
mammals	sp13849	1049
mammals	sp42628	1049
mammals	sp136663	1048
mammals	sp9422	1048
mammals	sp42612	1047
mammals	sp14475	1044
mammals	sp8756	1044
mammals	sp8762	1044
mammals	sp13525	1039
mammals	sp41322	1039
mammals	sp18231	1038
mammals	sp7913	1037
mammals	sp39947	1034
mammals	sp19341	1032
mammals	sp22047	1032
mammals	sp3859	1025
mammals	sp956	1024
mammals	sp14148	1023
mammals	sp41529	1020
mammals	sp14152	1017
mammals	sp70205537	1017
mammals	sp41456	1015
mammals	sp10283	1014
mammals	sp20070	1014
mammals	sp84458822	1011
mammals	sp13444	1010
mammals	sp2893	1010
mammals	sp41513	1008
mammals	sp8973	1008
mammals	sp23147	1007
mammals	sp13166	1006
mammals	sp15246	1005
mammals	sp11480	1003
mammals	sp136429	1002
mammals	sp7674	1002
mammals	sp41597	1001
mammals	sp6235	1001
mammals	sp42456	1000
mammals	sp44697	1000
mammals	sp11518	999
mammals	sp23061	997
mammals	sp41259	995
mammals	sp40529	994
mammals	sp10155	993
mammals	sp41258	993
mammals	sp20484	991
mammals	sp9092	989
mammals	sp21524	986
mammals	sp41623	984
mammals	sp13956	983
mammals	sp9828	982
mammals	sp13439	981
mammals	sp41708	977
mammals	sp39758	976
mammals	sp16218	973
mammals	sp19370	973
mammals	sp136296	969
mammals	sp17035	967
mammals	sp7935	967
mammals	sp3858	965
mammals	sp19568	962
mammals	sp19371	959
mammals	sp3615	950
mammals	sp41592	948
mammals	sp23060	945
mammals	sp13837	944
mammals	sp41334	941
mammals	sp12436	939
mammals	sp41332	939
mammals	sp84464403	938
mammals	sp18561	936
mammals	sp19646	936
mammals	sp14934	933
mammals	sp8166	933
mammals	sp18715	932
mammals	sp19801	931
mammals	sp29652	931
mammals	sp40508	930
mammals	sp41627	929
mammals	sp14208	926
mammals	sp21511	926
mammals	sp41300	926
mammals	sp21983	925
mammals	sp47990318	924
mammals	sp13649	923
mammals	sp41442	921
mammals	sp9467	920
mammals	sp6562	919
mammals	sp10113	918
mammals	sp13693	915
mammals	sp23059	914
mammals	sp41355	914
mammals	sp136741	912
mammals	sp21661	910
mammals	sp14204	909
mammals	sp4308	907
mammals	sp12549	906
mammals	sp11352	902
mammals	sp44791	899
mammals	sp41704	892
mammals	sp88109731	891
mammals	sp11161	889
mammals	sp21152	887
mammals	sp13840	886
mammals	sp40611	884
mammals	sp1151	883
mammals	sp22949	880
mammals	sp41772	879
mammals	sp6509	879
mammals	sp84457881	879
mammals	sp92250442	878
mammals	sp1676	877
mammals	sp42650	877
mammals	sp4314	874
mammals	sp20483	873
mammals	sp11385	872
mammals	sp136828	870
mammals	sp11138	869
mammals	sp41617	867
mammals	sp7112	867
mammals	sp13410	863
mammals	sp4776	863
mammals	sp19361	862
mammals	sp18299	856
mammals	sp1891	856
mammals	sp6286	856
mammals	sp6927	856
mammals	sp14103	855
mammals	sp14168	855
mammals	sp8542	855
mammals	sp20863	851
mammals	sp41448	849
mammals	sp4778	848
mammals	sp14590	847
mammals	sp47805694	847
mammals	sp21799	846
mammals	sp15740	843
mammals	sp20490	843
mammals	sp11148	842
mammals	sp6822	841
mammals	sp14149	840
mammals	sp136471	839
mammals	sp41330	837
mammals	sp41622	836
mammals	sp7670	836
mammals	sp19413	835
mammals	sp41331	835
mammals	sp13442	834
mammals	sp14126	834
mammals	sp9100	834
mammals	sp13943	832
mammals	sp13563	829
mammals	sp41634	829
mammals	sp6091	829
mammals	sp21380	828
mammals	sp14928	823
mammals	sp3600	823
mammals	sp42457	822
mammals	sp1681	820
mammals	sp41587	819
mammals	sp13845	818
mammals	sp23321	818
mammals	sp42190	818
mammals	sp41532	817
mammals	sp10112	816
mammals	sp7953	815
mammals	sp875	815
mammals	sp90386297	814
mammals	sp44936	810
mammals	sp19368	809
mammals	sp45200	809
mammals	sp6824	806
mammals	sp136728	804
mammals	sp40513	804
mammals	sp41403	804
mammals	sp40563	803
mammals	sp39792	802
mammals	sp4421	802
mammals	sp21349	801
mammals	sp135724	800
mammals	sp14197	800
mammals	sp16981	799
mammals	sp7801	799
mammals	sp41624	798
mammals	sp5629	798
mammals	sp136423	796
mammals	sp6104	796
mammals	sp13976	795
mammals	sp14927	794
mammals	sp8758	794
mammals	sp41423	792
mammals	sp41781	792
mammals	sp13319	791
mammals	sp15573	790
mammals	sp40642	789
mammals	sp6926	789
mammals	sp15592	786
mammals	sp8162	785
mammals	sp14333	784
mammals	sp19538	783
mammals	sp572	783
mammals	sp41707	781
mammals	sp7140	779
mammals	sp41705	777
mammals	sp17338	776
mammals	sp96866849	775
mammals	sp136631	774
mammals	sp13922	774
mammals	sp16694	773
mammals	sp136697	772
mammals	sp14102	772
mammals	sp40560	771
mammals	sp41337	771
mammals	sp41327	770
mammals	sp2121	769
mammals	sp6272	768
mammals	sp17353	766
mammals	sp14162	764
mammals	sp21103	764
mammals	sp41503	764
mammals	sp16635	763
mammals	sp17232	763
mammals	sp42624	762
mammals	sp3617	761
mammals	sp41591	761
mammals	sp44798	761
mammals	sp6278	759
mammals	sp19865	757
mammals	sp4659	757
mammals	sp12548	756
mammals	sp8825	754
mammals	sp13947	753
mammals	sp9275	753
mammals	sp18294	752
mammals	sp12832	751
mammals	sp41396	751
mammals	sp3999	750
mammals	sp16211	749
mammals	sp42629	749
mammals	sp19574	747
mammals	sp97249272	747
mammals	sp13904	746
mammals	sp40552	745
mammals	sp18300	743
mammals	sp4989	743
mammals	sp42675	741
mammals	sp85294528	741
mammals	sp10755	740
mammals	sp41401	739
mammals	sp6564	739
mammals	sp19551	735
mammals	sp4680	734
mammals	sp42630	732
mammals	sp13894	731
mammals	sp19647	731
mammals	sp45092	729
mammals	sp4601	729
mammals	sp40536	728
mammals	sp10600	727
mammals	sp12555	727
mammals	sp20956	727
mammals	sp92465716	726
mammals	sp14937	725
mammals	sp41326	724
mammals	sp16634	722
mammals	sp14136	721
mammals	sp14141	721
mammals	sp7926	721
mammals	sp6979	720
mammals	sp852	719
mammals	sp10594	718
mammals	sp40603	717
mammals	sp10134	715
mammals	sp41689	715
mammals	sp15735	714
mammals	sp42588	714
mammals	sp21185	713
mammals	sp15052	712
mammals	sp41696	712
mammals	sp136422	711
mammals	sp22053	711
mammals	sp14203	709
mammals	sp14888655	709
mammals	sp21462	709
mammals	sp2126	708
mammals	sp3603	708
mammals	sp42626	706
mammals	sp41542	705
mammals	sp14816	704
mammals	sp949	704
mammals	sp13567	699
mammals	sp40628	696
mammals	sp12670	695
mammals	sp3613	695
mammals	sp11305	694
mammals	sp14172	694
mammals	sp21158	694
mammals	sp12309	693
mammals	sp10911	692
mammals	sp41657	691
mammals	sp15142	690
mammals	sp42680	690
mammals	sp136825	689
mammals	sp20012	689
mammals	sp17219	688
mammals	sp12831	687
mammals	sp136265	686
mammals	sp17571	686
mammals	sp13966	685
mammals	sp19376	685
mammals	sp42664	682
mammals	sp23145	681
mammals	sp10983	680
mammals	sp12904	680
mammals	sp4038	680
mammals	sp12907	678
mammals	sp4152	678
mammals	sp14027	677
mammals	sp41438	677
mammals	sp12946	675
mammals	sp18275	675
mammals	sp12142	674
mammals	sp81069403	674
mammals	sp40500	673
mammals	sp11170	672
mammals	sp23325	672
mammals	sp41367	671
mammals	sp6082	671
mammals	sp89497686	671
mammals	sp21155	670
mammals	sp14362	669
mammals	sp15001	669
mammals	sp18296	667
mammals	sp18277	664
mammals	sp6608	663
mammals	sp42674	661
mammals	sp11384	660
mammals	sp39925	660
mammals	sp40535	660
mammals	sp41497	659
mammals	sp42640	659
mammals	sp47778059	658
mammals	sp8972	658
mammals	sp2466	656
mammals	sp10607	655
mammals	sp13964	655
mammals	sp16563	654
mammals	sp41536	653
mammals	sp4224	652
mammals	sp12824	651
mammals	sp136653	651
mammals	sp19863	651
mammals	sp14174	650
mammals	sp20482	650
mammals	sp7945	650
mammals	sp136437	648
mammals	sp19572	648
mammals	sp21164	648
mammals	sp22035	647
mammals	sp48294467	646
mammals	sp15865	645
mammals	sp41610	644
mammals	sp21457	643
mammals	sp5083	643
mammals	sp11351	642
mammals	sp19573	642
mammals	sp40605	642
mammals	sp6288	642
mammals	sp84372418	642
mammals	sp42678	640
mammals	sp43891	640
mammals	sp10790	639
mammals	sp13988	639
mammals	sp13895	638
mammals	sp12947	637
mammals	sp2155	637
mammals	sp40550	637
mammals	sp67369483	637
mammals	sp7939	637
mammals	sp10130	635
mammals	sp136659	635
mammals	sp17600	635
mammals	sp13571	634
mammals	sp41424	634
mammals	sp16892	633
mammals	sp19998	633
mammals	sp41285	633
mammals	sp42670	633
mammals	sp41647	632
mammals	sp14153	631
mammals	sp7908	631
mammals	sp40515	629
mammals	sp8701	629
mammals	sp12712	628
mammals	sp19520	628
mammals	sp41593	626
mammals	sp276	623
mammals	sp39593	622
mammals	sp136689	621
mammals	sp14994	621
mammals	sp12865	619
mammals	sp41284	619
mammals	sp9987	619
mammals	sp41398	615
mammals	sp13144	614
mammals	sp21471	614
mammals	sp40584	614
mammals	sp12562	613
mammals	sp12704	613
mammals	sp13979	613
mammals	sp6490	613
mammals	sp41441	612
mammals	sp14118	611
mammals	sp20009	611
mammals	sp41289	610
mammals	sp40575	609
mammals	sp13445	608
mammals	sp18289	608
mammals	sp19399	608
mammals	sp21454	608
mammals	sp22132	608
mammals	sp13848	607
mammals	sp16659	607
mammals	sp13569	606
mammals	sp19709	605
mammals	sp20471	605
mammals	sp2276	605
mammals	sp41616	603
mammals	sp40547	602
mammals	sp41519	602
mammals	sp6506	602
mammals	sp12590	599
mammals	sp136473	596
mammals	sp11353	595
mammals	sp13696	590
mammals	sp22040	588
mammals	sp10162	586
mammals	sp41267	585
mammals	sp88159722	584
mammals	sp9487	584
mammals	sp21522	583
mammals	sp39250	583
mammals	sp17037	582
mammals	sp8246	581
mammals	sp10140	580
mammals	sp10984	579
mammals	sp12669	578
mammals	sp40626	577
mammals	sp12268	576
mammals	sp136454	575
mammals	sp726	575
mammals	sp21510	574
mammals	sp10605	573
mammals	sp41307	573
mammals	sp9736	572
mammals	sp6785	571
mammals	sp15571	570
mammals	sp2148	570
mammals	sp21691	569
mammals	sp21465	567
mammals	sp7936	567
mammals	sp751	565
mammals	sp16210	563
mammals	sp41450	563
mammals	sp42661	563
mammals	sp18729	559
mammals	sp20721	559
mammals	sp21839	559
mammals	sp43942	554
mammals	sp13440	553
mammals	sp136770	551
mammals	sp13694	550
mammals	sp42653	550
mammals	sp41476	548
mammals	sp9978	548
mammals	sp14325	547
mammals	sp51343071	547
mammals	sp19391	544
mammals	sp19553	544
mammals	sp40581	544
mammals	sp13985	543
mammals	sp41425	543
mammals	sp22297	542
mammals	sp136395	539
mammals	sp39835	539
mammals	sp41352	539
mammals	sp14164	538
mammals	sp3759	538
mammals	sp2279	535
mammals	sp4233	535
mammals	sp20636	534
mammals	sp41501	534
mammals	sp12668	532
mammals	sp44992	532
mammals	sp41399	531
mammals	sp15140	530
mammals	sp14962	529
mammals	sp87993837	528
mammals	sp41269	527
mammals	sp265	526
mammals	sp13980	524
mammals	sp40524	524
mammals	sp40624	524
mammals	sp39916	523
mammals	sp4305	522
mammals	sp12650	521
mammals	sp40548	519
mammals	sp20010	517
mammals	sp20719	517
mammals	sp10981	515
mammals	sp13949	515
mammals	sp4422	515
mammals	sp10145	514
mammals	sp2274	514
mammals	sp10986	513
mammals	sp7907	513
mammals	sp89333331	513
mammals	sp42460	512
mammals	sp88087340	512
mammals	sp136793	511
mammals	sp17572	511
mammals	sp42452	511
mammals	sp750	510
mammals	sp15004	507
mammals	sp22801	507
mammals	sp136494	506
mammals	sp20071	506
mammals	sp22841	505
mammals	sp136756	503
mammals	sp4141	503
mammals	sp9831	503
mammals	sp19563	502
mammals	sp7783	502
mammals	sp22605	501
mammals	sp136615	500
mammals	sp14591	500
mammals	sp20210	500
mammals	sp41281	499
mammals	sp20720	498
mammals	sp2283	497
mammals	sp16718	496
mammals	sp7018	496
mammals	sp8248	496
mammals	sp11342	494
mammals	sp18570	494
mammals	sp13958	493
mammals	sp136469	492
mammals	sp40544	492
mammals	sp20718	490
mammals	sp15967	489
mammals	sp13443	488
mammals	sp7019	488
mammals	sp12421	487
mammals	sp136624	487
mammals	sp21101	486
mammals	sp136197	484
mammals	sp136650	484
mammals	sp40488	484
mammals	sp40504	484
mammals	sp41544	483
mammals	sp48018502	482
mammals	sp3037	481
mammals	sp42608	481
mammals	sp136830	480
mammals	sp41286	479
mammals	sp5512	478
mammals	sp18942	477
mammals	sp48303074	476
mammals	sp13375	474
mammals	sp19369	474
mammals	sp21382	471
mammals	sp2150	469
mammals	sp5151	469
mammals	sp18282	468
mammals	sp12653	467
mammals	sp16656	466
mammals	sp16735	466
mammals	sp40568	466
mammals	sp41444	465
mammals	sp7912	465
mammals	sp13133	464
mammals	sp1566	464
mammals	sp10975	463
mammals	sp12830	463
mammals	sp2542	463
mammals	sp13170	462
mammals	sp136290	462
mammals	sp18742	462
mammals	sp19997	462
mammals	sp6226	462
mammals	sp11340	461
mammals	sp4685	461
mammals	sp16204	460
mammals	sp44916	460
mammals	sp10845	459
mammals	sp27926	459
mammals	sp14947	457
mammals	sp41406	456
mammals	sp9104	456
mammals	sp3650	455
mammals	sp14100	453
mammals	sp29663	450
mammals	sp11697	448
mammals	sp42610	448
mammals	sp136561	447
mammals	sp4144	447
mammals	sp42662	445
mammals	sp7944	445
mammals	sp14194	444
mammals	sp41452	444
mammals	sp41518	444
mammals	sp20033	443
mammals	sp14177	442
mammals	sp2533	441
mammals	sp14181	440
mammals	sp574	440
mammals	sp10150	439
mammals	sp21488	439
mammals	sp136375	437
mammals	sp14879	437
mammals	sp14921	437
mammals	sp41477	437
mammals	sp136426	436
mammals	sp136352	435
mammals	sp136766	435
mammals	sp10957	434
mammals	sp41257	433
mammals	sp136798	432
mammals	sp40533	432
mammals	sp41608	432
mammals	sp42634	432
mammals	sp8971	432
mammals	sp13046	431
mammals	sp1568	431
mammals	sp16728	429
mammals	sp858	429
mammals	sp2957	428
mammals	sp44922	425
mammals	sp19526	424
mammals	sp13408	423
mammals	sp1898	422
mammals	sp39957	421
mammals	sp4068	419
mammals	sp41296	419
mammals	sp41469	419
mammals	sp13984	418
mammals	sp21512	418
mammals	sp5755	418
mammals	sp40537	417
mammals	sp44693	417
mammals	sp14147	416
mammals	sp17574	416
mammals	sp11481	415
mammals	sp41538	415
mammals	sp4142	414
mammals	sp730	414
mammals	sp15000	413
mammals	sp16739	413
mammals	sp41325	413
mammals	sp11699	412
mammals	sp17356	411
mammals	sp41366	409
mammals	sp136836	408
mammals	sp16174	408
mammals	sp136268	407
mammals	sp20000	407
mammals	sp19832	406
mammals	sp20492	406
mammals	sp136231	405
mammals	sp41463	405
mammals	sp136636	404
mammals	sp41525	404
mammals	sp5621	404
mammals	sp88151061	404
mammals	sp16684	403
mammals	sp22956	403
mammals	sp19565	401
mammals	sp19589	401
mammals	sp16847	400
mammals	sp14603	399
mammals	sp15250	398
mammals	sp88160389	398
mammals	sp14582	397
mammals	sp3599	397
mammals	sp4600	397
mammals	sp8418	396
mammals	sp41317	395
mammals	sp1906	394
mammals	sp273	394
mammals	sp14954	393
mammals	sp14132	392
mammals	sp18735	392
mammals	sp19527	391
mammals	sp6770	391
mammals	sp19525	390
mammals	sp40616	390
mammals	sp114957548	389
mammals	sp14116	387
mammals	sp1890	387
mammals	sp136326	386
mammals	sp15791	386
mammals	sp42663	386
mammals	sp10548	384
mammals	sp15245	384
mammals	sp13116	383
mammals	sp12829	380
mammals	sp15339	380
mammals	sp91995408	380
mammals	sp10132	379
mammals	sp14999	379
mammals	sp19539	378
mammals	sp10142	377
mammals	sp3596	377
mammals	sp42647	377
mammals	sp4145	376
mammals	sp41342	375
mammals	sp4214	374
mammals	sp14822	373
mammals	sp21299	373
mammals	sp40566	373
mammals	sp41264	373
mammals	sp17364	372
mammals	sp6206	372
mammals	sp17618	371
mammals	sp19566	371
mammals	sp2756	371
mammals	sp13220	368
mammals	sp14601	368
mammals	sp19333	368
mammals	sp8265	368
mammals	sp20950	367
mammals	sp18568	365
mammals	sp39759	365
mammals	sp136205	364
mammals	sp136613	364
mammals	sp41487	364
mammals	sp743	364
mammals	sp14146	363
mammals	sp6444	363
mammals	sp10218	362
mammals	sp12855	362
mammals	sp3594	361
mammals	sp39960	361
mammals	sp40561	361
mammals	sp41543	361
mammals	sp19806	360
mammals	sp40579	360
mammals	sp41460	360
mammals	sp11492	359
mammals	sp13463	359
mammals	sp20001	358
mammals	sp136460	357
mammals	sp10750	356
mammals	sp10794	356
mammals	sp136578	356
mammals	sp19474	356
mammals	sp40035	356
mammals	sp40545	356
mammals	sp42189	356
mammals	sp4684	356
mammals	sp7786	356
mammals	sp955	356
mammals	sp8437	354
mammals	sp16856	353
mammals	sp20430	353
mammals	sp12310	352
mammals	sp18232	352
mammals	sp41271	352
mammals	sp4138	352
mammals	sp13129	351
mammals	sp15243	350
mammals	sp19682	350
mammals	sp21466	350
mammals	sp22066	350
mammals	sp44864	350
mammals	sp6107	350
mammals	sp10200	349
mammals	sp18288	349
mammals	sp4307	349
mammals	sp13695	348
mammals	sp268	348
mammals	sp2767	348
mammals	sp39255	348
mammals	sp41256	348
mammals	sp42666	348
mammals	sp12652	347
mammals	sp15803	347
mammals	sp16508	345
mammals	sp9404	345
mammals	sp16725	344
mammals	sp23076	344
mammals	sp41482	344
mammals	sp41631	344
mammals	sp6786	344
mammals	sp19411	343
mammals	sp42636	342
mammals	sp96801180	342
mammals	sp10988	341
mammals	sp13435	341
mammals	sp16019	341
mammals	sp14869	340
mammals	sp17343	340
mammals	sp136690	339
mammals	sp136733	339
mammals	sp3564	339
mammals	sp4065	339
mammals	sp15652	338
mammals	sp854	338
mammals	sp13842	337
mammals	sp10982	336
mammals	sp11175	336
mammals	sp136513	336
mammals	sp40506	336
mammals	sp40576	336
mammals	sp41453	336
mammals	sp2613	335
mammals	sp41495	335
mammals	sp16637	333
mammals	sp29621	333
mammals	sp41255	333
mammals	sp41784	333
mammals	sp136195	332
mammals	sp19612	332
mammals	sp20193	332
mammals	sp40534	332
mammals	sp44789	332
mammals	sp16025	331
mammals	sp116988741	330
mammals	sp19809	330
mammals	sp15135	329
mammals	sp19552	329
mammals	sp7919	329
mammals	sp9144	329
mammals	sp13841	328
mammals	sp39927	328
mammals	sp15337	327
mammals	sp16636	327
mammals	sp20486	327
mammals	sp2156	327
mammals	sp23196	326
mammals	sp18148	325
mammals	sp44991	325
mammals	sp14352	322
mammals	sp41294	322
mammals	sp14145	321
mammals	sp18120	321
mammals	sp41383	321
mammals	sp4148	321
mammals	sp41526	321
mammals	sp2053	320
mammals	sp41413	320
mammals	sp12558	319
mammals	sp23137	318
mammals	sp16207	317
mammals	sp29466	317
mammals	sp6299	317
mammals	sp4803	316
mammals	sp14156	315
mammals	sp3816	315
mammals	sp9421	315
mammals	sp7995	314
mammals	sp16270	313
mammals	sp41788	313
mammals	sp136680	311
mammals	sp20006	311
mammals	sp2538	311
mammals	sp3604	311
mammals	sp44921	311
mammals	sp14744	310
mammals	sp17355	310
mammals	sp16658	309
mammals	sp18721	309
mammals	sp45061	309
mammals	sp7914	309
mammals	sp8539	309
mammals	sp16663	308
mammals	sp12822	307
mammals	sp14151	306
mammals	sp18131	305
mammals	sp39888	304
mammals	sp4222	302
mammals	sp136573	301
mammals	sp14161	301
mammals	sp29660	301
mammals	sp3614	301
mammals	sp16271	300
mammals	sp11633	299
mammals	sp18150	299
mammals	sp40539	299
mammals	sp952	299
mammals	sp10971	298
mammals	sp1903	298
mammals	sp40638	298
mammals	sp7806	297
mammals	sp12355	296
mammals	sp15644	296
mammals	sp13978	295
mammals	sp14939	295
mammals	sp16682	295
mammals	sp20521	295
mammals	sp40542	295
mammals	sp42619	295
mammals	sp16484	294
mammals	sp4225	294
mammals	sp7654	294
mammals	sp19575	293
mammals	sp42694	293
mammals	sp7951	293
mammals	sp8258	293
mammals	sp13493	292
mammals	sp21517	292
mammals	sp41455	292
mammals	sp7899	292
mammals	sp7920	292
mammals	sp40558	291
mammals	sp41388	291
mammals	sp41594	291
mammals	sp6765	291
mammals	sp15138	290
mammals	sp17599	290
mammals	sp12813	289
mammals	sp1553	289
mammals	sp20951	289
mammals	sp5513	289
mammals	sp40562	287
mammals	sp40594	287
mammals	sp40595	287
mammals	sp41335	287
mammals	sp958	287
mammals	sp136481	286
mammals	sp136490	286
mammals	sp6980	286
mammals	sp7138	286
mammals	sp736	286
mammals	sp8760	286
mammals	sp1897	285
mammals	sp6693	285
mammals	sp6931	285
mammals	sp11796	284
mammals	sp12825	284
mammals	sp20955	284
mammals	sp21381	284
mammals	sp41318	284
mammals	sp136220	283
mammals	sp15789	283
mammals	sp44990	283
mammals	sp136262	282
mammals	sp39832	282
mammals	sp14178	281
mammals	sp17326	281
mammals	sp40028	281
mammals	sp41435	281
mammals	sp9481	281
mammals	sp9975	281
mammals	sp10163	280
mammals	sp20188	280
mammals	sp21800	280
mammals	sp42586	280
mammals	sp41268	279
mammals	sp267	278
mammals	sp6300	278
mammals	sp136625	277
mammals	sp23077	277
mammals	sp41350	277
mammals	sp6295	276
mammals	sp11489	275
mammals	sp13930	275
mammals	sp19602	275
mammals	sp40554	275
mammals	sp4804	275
mammals	sp700	275
mammals	sp7750	275
mammals	sp8759	275
mammals	sp4983	274
mammals	sp4334	273
mammals	sp14190	272
mammals	sp41391	272
mammals	sp3160	271
mammals	sp40549	271
mammals	sp41703	271
mammals	sp81629742	271
mammals	sp14941	270
mammals	sp20221	267
mammals	sp21695	267
mammals	sp29418	267
mammals	sp9106	267
mammals	sp4335	266
mammals	sp47804700	266
mammals	sp7960	266
mammals	sp136606	265
mammals	sp41302	265
mammals	sp20478	264
mammals	sp21987	264
mammals	sp22573	264
mammals	sp40520	264
mammals	sp10913	263
mammals	sp136592	263
mammals	sp13839	263
mammals	sp16778	263
mammals	sp18653	263
mammals	sp19685	263
mammals	sp4414	263
mammals	sp12703	262
mammals	sp16209	262
mammals	sp865	262
mammals	sp13163	261
mammals	sp41369	261
mammals	sp41596	261
mammals	sp42657	261
mammals	sp10053	260
mammals	sp15666	260
mammals	sp22839	260
mammals	sp16678	259
mammals	sp2282	259
mammals	sp13928	258
mammals	sp14262	258
mammals	sp16677	258
mammals	sp10201	257
mammals	sp13986	257
mammals	sp20472	257
mammals	sp41260	257
mammals	sp41493	257
mammals	sp41595	257
mammals	sp42642	257
mammals	sp9690	257
mammals	sp45369602	256
mammals	sp5760	256
mammals	sp18703	255
mammals	sp41382	254
mammals	sp5224	254
mammals	sp11037	253
mammals	sp136483	253
mammals	sp2396	253
mammals	sp2465	253
mammals	sp29670	253
mammals	sp8994	253
mammals	sp14163	252
mammals	sp136559	251
mammals	sp13950	251
mammals	sp2963	251
mammals	sp10120	250
mammals	sp17884	250
mammals	sp19358	250
mammals	sp20212	250
mammals	sp41295	250
mammals	sp9274	250
mammals	sp15051	249
mammals	sp19340	249
mammals	sp19684	249
mammals	sp9759	249
mammals	sp41656	248
mammals	sp8786	248
mammals	sp41540	247
mammals	sp41767	247
mammals	sp40578	246
mammals	sp41439	246
